"id_usuario","direccion_estacion_origen","direccion_estacion_destino","duracion_recorrido","distancia","dia"
27319,"1226 Ecuador & Mansilla, Lucio Norberto, General","Armenia 1525 y Gorriti",1020,3530.1388927425,"Viernes"
454661,"Fitz Roy & Gorriti","Armenia 1525 y Gorriti",2704,8234.39671519833,"Domingo"
344275,"Armenia 2315 & Charcas","Armenia 1525 y Gorriti",696,1971.96275528986,"Jueves"
417813,"1321 Villarroel & Humboldt CABA","Armenia 1525 y Gorriti",1854,7267.57114757784,"Domingo"
176670,"Armenia 1525 y Gorriti","Armenia 1525 y Gorriti",448,1787.01645483573,"Lunes"
323426,"Parana & Juncal","Armenia 1525 y Gorriti",1301,4990.81399940607,"Domingo"
139067,"3822 Guemes","Armenia 1525 y Gorriti",812,2260.90029085107,"Sábado"
27319,"Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera","Armenia 1525 y Gorriti",981,3975.5284570856,"Sábado"
27319,"Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera","Armenia 1525 y Gorriti",736,3025.18317165474,"Jueves"
366300,"Zapiola & Dorrego","Armenia 1525 y Gorriti",1012,3015.49874587864,"Miércoles"
22241,"Santa Fe Av. & Dorrego","Armenia 1525 y Gorriti",743,2226.70658551312,"Martes"
9614,"F.J.Santamaria de Oro & Guatemala","Armenia 1525 y Gorriti",446,1453.9443175994,"Jueves"
52659,"708 Pasco & Chile","México & Lima",552,1816.96519779507,"Viernes"
52659,"3024 Calvo, Carlos","México & Lima",889,3364.33587479114,"Miércoles"
517670,"Villaflor, Azucena & Dealessi, Pierina","México & Lima",707,2214.4415925328,"Martes"
378469,"1413 Araoz & Gorriti CABA","Av. Pres. Figueroa Alcorta 2120",1680,5096.06999973767,"Domingo"
423251,"Uriburu Jose E., Pres. & Paraguay","Av. Pres. Figueroa Alcorta 2120",4323,15830.3253908234,"Sábado"
366300,"2939 Cavia","Av. Pres. Figueroa Alcorta 2120",860,2829.64098350041,"Miércoles"
489084,"Av. Del Libertador, 3260","Av. Pres. Figueroa Alcorta 2120",727,2182.5458230593,"Martes"
291847,"Av. Del Libertador, 3260","Av. Pres. Figueroa Alcorta 2120",2590,9816.43684969943,"Domingo"
246515,"3050 Ugarteche","Av. Pres. Figueroa Alcorta 2120",706,2364.33970591752,"Martes"
15019,"Moreno & Av Paseo Colon","Av. Pres. Figueroa Alcorta 2120",1095,3050.69230086519,"Martes"
215828,"Santa Fe Av. & Bullrich, Int. Av.","1226 Ecuador & Mansilla, Lucio Norberto, General",1356,4818.61038454808,"Viernes"
29130,"Avenida Juan de Garay 1050","1226 Ecuador & Mansilla, Lucio Norberto, General",1420,5197.08246273351,"Martes"
107249,"Lavalle & Acuña De Figueroa, Francisco","1226 Ecuador & Mansilla, Lucio Norberto, General",420,1735.22066061075,"Domingo"
107249,"Lavalle & Acuña De Figueroa, Francisco","1226 Ecuador & Mansilla, Lucio Norberto, General",670,2698.35912592761,"Lunes"
107249,"Lavalle & Acuña De Figueroa, Francisco","1226 Ecuador & Mansilla, Lucio Norberto, General",560,2247.22585930592,"Jueves"
6882,"Santa Fe Av. & Dorrego","1226 Ecuador & Mansilla, Lucio Norberto, General",1577,4624.35154633584,"Martes"
106459,"2001 Donado","Moreno & Av Paseo Colon",5242,20832.9898084391,"Martes"
121772,"Cerrito 990 y Av. Marcelo T. De Alvear","Beruti & Ecuador",928,3519.11938398456,"Viernes"
121772,"Avenida Martin Garcia y Ruy Díaz de Guzmán","Beruti & Ecuador",2403,9367.15926351899,"Sábado"
121772,"Lavalle & Acuña De Figueroa, Francisco","Beruti & Ecuador",1079,3049.02926052423,"Viernes"
121772,"3912 Humahuaca","Beruti & Ecuador",1145,4476.38788836129,"Miércoles"
121772,"3912 Humahuaca","Beruti & Ecuador",1064,3578.54030710231,"Lunes"
323426,"1413 Araoz & Gorriti CABA","Riobamba 1264 & Juncal",1401,5643.05981657623,"Domingo"
552401,"Peña & Azcuenaga","Riobamba 1264 & Juncal",401,1320.7336756003,"Domingo"
552401,"Peña & Azcuenaga","Riobamba 1264 & Juncal",463,1377.03871710013,"Miércoles"
552401,"Peña & Azcuenaga","Riobamba 1264 & Juncal",611,2440.27242755692,"Martes"
552401,"Peña & Azcuenaga","Riobamba 1264 & Juncal",349,1280.48465496912,"Lunes"
323426,"Armenia 1525 y Gorriti","Riobamba 1264 & Juncal",1124,4674.85899104245,"Miércoles"
323426,"Costa Rica & Armenia","Riobamba 1264 & Juncal",1355,4587.82525372387,"Jueves"
521489,"Av. Del Libertador, 3260","Godoy Cruz  3279 y Libertador",1498,5230.26495427346,"Domingo"
521425,"Av. Del Libertador, 3260","Godoy Cruz  3279 y Libertador",1590,5163.51107505034,"Domingo"
566218,"1483 Quinteros, Lidoro J. Av.","Godoy Cruz  3279 y Libertador",1444,5464.47667293639,"Miércoles"
562734,"3082 Cabello","Godoy Cruz  3279 y Libertador",1951,7800.04768359326,"Sábado"
600268,"Figueroa Alcorta & Sarmiento","Godoy Cruz  3279 y Libertador",4793,15916.6484006752,"Martes"
358740,"Guatemala 4773","Godoy Cruz  3279 y Libertador",1070,3258.52849834094,"Domingo"
227451,"1981 Vidal","Godoy Cruz  3279 y Libertador",1677,4804.59189898102,"Jueves"
417033,"o´higins 1327","Godoy Cruz  3279 y Libertador",1905,5503.10767888247,"Lunes"
585710,"67 San Martin","Godoy Cruz  3279 y Libertador",2397,8495.89263029047,"Viernes"
526048,"Urquiza, Gral. & Rondeau","441 Bulnes & Peron, Juan Domingo, Tte. General",28392,110221.703751851,"Miércoles"
526048,"Urquiza, Gral. & Rondeau","441 Bulnes & Peron, Juan Domingo, Tte. General",1548,5326.41108321259,"Martes"
526048,"3912 Humahuaca","2875 Moreno",1304,3673.90913947796,"Sábado"
526048,"3912 Humahuaca","2875 Moreno",1262,3969.62149409163,"Sábado"
584660,"Calle Perú, 718","Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera",1829,5894.15161660355,"Miércoles"
408948,"Machaca Guemes 350","Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera",2049,7186.4176804355,"Viernes"
220327,"Salguero, Jeronimo & Mansilla, Lucio Norberto, General","Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera",719,2950.58479355519,"Sábado"
220327,"Salguero, Jeronimo & Mansilla, Lucio Norberto, General","Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera",1122,4146.14149073604,"Sábado"
220327,"3508 Carcova","Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera",270,942.609887744766,"Martes"
220327,"3508 Carcova","Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera",347,1354.32317728636,"Sábado"
220327,"3508 Carcova","Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera",243,950.205312838079,"Domingo"
220327,"Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera","Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera",2541,9486.73085951305,"Viernes"
405981,"Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera","Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera",2621,8699.12513823656,"Viernes"
584660,"Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera","Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera",602,1760.72465842202,"Miércoles"
584660,"Virasoro, Valentin & Figueroa, D Apolinario, Coronel","Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera",1793,6756.86651211614,"Jueves"
584660,"169 Peru & Roca, Julio A., Presidente Diagonal Sur Av.","Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera",1568,5424.26192864983,"Martes"
276670,"1590 Lavalle","3302 Guardia Vieja & Aguero",1464,5040.57805569998,"Domingo"
152534,"3997 TTE. GENERAL JUAN DOMINGO PERON","3302 Guardia Vieja & Aguero",565,1677.0034391973,"Miércoles"
383957,"1321 Villarroel & Humboldt CABA","3302 Guardia Vieja & Aguero",1352,4584.46763634371,"Domingo"
408948,"1785 Espinosa","3302 Guardia Vieja & Aguero",1440,4212.75747288018,"Miércoles"
408948,"1785 Espinosa","3302 Guardia Vieja & Aguero",1241,4340.63233756687,"Lunes"
408948,"1785 Espinosa","3302 Guardia Vieja & Aguero",1420,3959.16704665999,"Miércoles"
408948,"1785 Espinosa","3302 Guardia Vieja & Aguero",1664,5033.94443959826,"Miércoles"
408948,"1785 Espinosa","3302 Guardia Vieja & Aguero",1441,4480.87473978942,"Jueves"
306856,"2080 Austria","3302 Guardia Vieja & Aguero",2467,8922.36105865773,"Martes"
408948,"2300 Diaz, Cnel. Av. & French","3302 Guardia Vieja & Aguero",1300,3948.09396779035,"Martes"
408948,"Reconquista 76 & Cordoba Av.","3302 Guardia Vieja & Aguero",1261,3688.35885760135,"Domingo"
121772,"Beruti & Ecuador","Lavalle & Acuña De Figueroa, Francisco",733,2063.11572460496,"Jueves"
121772,"Beruti & Ecuador","Lavalle & Acuña De Figueroa, Francisco",849,3487.51909814309,"Lunes"
121772,"Guemes 3330 & Coronel Diaz","Lavalle & Acuña De Figueroa, Francisco",750,2233.18390320249,"Martes"
121772,"Guemes 3330 & Coronel Diaz","Lavalle & Acuña De Figueroa, Francisco",682,2621.43058540597,"Miércoles"
107249,"1226 Ecuador & Mansilla, Lucio Norberto, General","Lavalle & Acuña De Figueroa, Francisco",525,1949.88876278027,"Miércoles"
204470,"Armenia 2315 & Charcas","Lavalle & Acuña De Figueroa, Francisco",596,1803.01773909531,"Jueves"
204470,"Armenia 2315 & Charcas","Lavalle & Acuña De Figueroa, Francisco",631,2202.94137821701,"Miércoles"
204470,"Armenia 2315 & Charcas","Lavalle & Acuña De Figueroa, Francisco",558,1614.1100610781,"Martes"
107249,"1520 Billinghurst & Mansilla, Lucio Norberto, General","Lavalle & Acuña De Figueroa, Francisco",695,1948.95737725569,"Domingo"
488053,"2000 Vicente Lopez","Lavalle & Acuña De Figueroa, Francisco",1543,4678.95114816913,"Domingo"
121772,"3508 Carcova","Lavalle & Acuña De Figueroa, Francisco",375,1457.02819269597,"Lunes"
291847,"Figueroa Alcorta, Pres. Av. & Dorrego Av.","Lavalle & Acuña De Figueroa, Francisco",2127,7126.61473880483,"Lunes"
107249,"Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera","Lavalle & Acuña De Figueroa, Francisco",442,1376.38867092125,"Jueves"
2682,"Aguero & Mansilla, Lucio Norberto, General","Lavalle & Acuña De Figueroa, Francisco",365,1215.70037015449,"Viernes"
121772,"Aguero & Mansilla, Lucio Norberto, General","Lavalle & Acuña De Figueroa, Francisco",604,2506.50451058237,"Miércoles"
366300,"Zapiola & Dorrego","Lavalle & Acuña De Figueroa, Francisco",1023,3775.56619808214,"Miércoles"
204470,"Guatemala 4773","Lavalle & Acuña De Figueroa, Francisco",637,2549.50734548394,"Jueves"
204470,"Guatemala 4773","Lavalle & Acuña De Figueroa, Francisco",683,2812.49749537868,"Martes"
204470,"Guatemala 4773","Lavalle & Acuña De Figueroa, Francisco",657,2726.19293816679,"Sábado"
204470,"Guatemala 4773","Lavalle & Acuña De Figueroa, Francisco",724,2964.19881735152,"Viernes"
204470,"Guatemala 4773","Lavalle & Acuña De Figueroa, Francisco",656,2121.74801578642,"Jueves"
204470,"Guatemala 4773","Lavalle & Acuña De Figueroa, Francisco",683,2380.1907373201,"Miércoles"
204470,"Guatemala 4773","Lavalle & Acuña De Figueroa, Francisco",651,2273.6692882987,"Viernes"
204470,"Guatemala 4773","Lavalle & Acuña De Figueroa, Francisco",592,1800.79705578585,"Martes"
204470,"Guatemala 4773","Lavalle & Acuña De Figueroa, Francisco",633,2480.87270926432,"Lunes"
459612,"2000 Vicente Lopez","Cevallos, Virrey& Yrigoyen, Hipolito Av.",1071,4282.76341660239,"Jueves"
459612,"2000 Vicente Lopez","Cevallos, Virrey& Yrigoyen, Hipolito Av.",1018,3180.59883781372,"Lunes"
459612,"2000 Vicente Lopez","Cevallos, Virrey& Yrigoyen, Hipolito Av.",1093,3286.65050816328,"Sábado"
459612,"2000 Vicente Lopez","Cevallos, Virrey& Yrigoyen, Hipolito Av.",1090,4117.84170768806,"Miércoles"
459612,"2000 Vicente Lopez","Cevallos, Virrey& Yrigoyen, Hipolito Av.",1145,4206.43748264734,"Martes"
459612,"Peña & Azcuenaga","Cevallos, Virrey& Yrigoyen, Hipolito Av.",994,3116.22741911625,"Sábado"
459612,"Peña & Azcuenaga","Cevallos, Virrey& Yrigoyen, Hipolito Av.",1254,3636.38331188316,"Lunes"
459612,"Peña & Azcuenaga","Cevallos, Virrey& Yrigoyen, Hipolito Av.",806,3292.96746426133,"Domingo"
459612,"Peña & Azcuenaga","Cevallos, Virrey& Yrigoyen, Hipolito Av.",890,2751.62644821103,"Domingo"
459612,"Peña & Azcuenaga","Cevallos, Virrey& Yrigoyen, Hipolito Av.",1147,3268.51605118427,"Sábado"
459612,"Peña & Azcuenaga","Cevallos, Virrey& Yrigoyen, Hipolito Av.",984,3569.74564324288,"Miércoles"
459612,"Peña & Azcuenaga","Cevallos, Virrey& Yrigoyen, Hipolito Av.",1099,4178.00885786775,"Sábado"
459612,"Lavalle & Acuña De Figueroa, Francisco","Cevallos, Virrey& Yrigoyen, Hipolito Av.",12987,44286.543814803,"Martes"
358123,"3568 Estados Unidos & Boedo Av.","Cevallos, Virrey& Yrigoyen, Hipolito Av.",1581,5099.36560777909,"Jueves"
169858,"Libertad & lavalle","Cevallos, Virrey& Yrigoyen, Hipolito Av.",1054,4032.82473204955,"Domingo"
131788,"2939 Cavia","1520 Billinghurst & Mansilla, Lucio Norberto, General",899,3665.08906025685,"Sábado"
131788,"Juncal & Salguero, Jeronimo","1520 Billinghurst & Mansilla, Lucio Norberto, General",1503,4479.57448366506,"Miércoles"
131788,"2700 Pedraza, Manuela","1520 Billinghurst & Mansilla, Lucio Norberto, General",2709,10921.360021882,"Viernes"
131788,"2300 Diaz, Cnel. Av. & French","1520 Billinghurst & Mansilla, Lucio Norberto, General",787,2810.79736613125,"Lunes"
121772,"Lavalle & Acuña De Figueroa, Francisco","1520 Billinghurst & Mansilla, Lucio Norberto, General",522,1461.94527046173,"Miércoles"
121772,"Lavalle & Acuña De Figueroa, Francisco","1520 Billinghurst & Mansilla, Lucio Norberto, General",588,2310.15129419199,"Martes"
557738,"Machaca Guemes 350","Reconquista 76 & Cordoba Av.",510,1821.02626763905,"Sábado"
258093,"Peña & Azcuenaga","Reconquista 76 & Cordoba Av.",3767,13046.9437427376,"Jueves"
557738,"Moreno & Av Paseo Colon","Reconquista 76 & Cordoba Av.",869,3110.03516119413,"Sábado"
503769,"Av. Patricias Argentinas & Estivao","Av. Patricias Argentinas & Estivao",1446,5400.28768280948,"Martes"
208218,"Av. Patricias Argentinas & Estivao","Av. Patricias Argentinas & Estivao",635,2575.33173895434,"Domingo"
391791,"Av. Patricias Argentinas & Estivao","Av. Patricias Argentinas & Estivao",1242,4522.86594502511,"Martes"
208218,"Av. Patricias Argentinas & Estivao","Av. Patricias Argentinas & Estivao",1586,6178.2463176758,"Lunes"
503769,"Av. Patricias Argentinas & Estivao","Av. Patricias Argentinas & Estivao",1659,6607.71388049664,"Sábado"
254587,"Godoy Cruz  3279 y Libertador","Av. Patricias Argentinas & Estivao",1947,6115.17104694988,"Miércoles"
81173,"Av. Pueyrredon & Av. Rivadavia","Av. Patricias Argentinas & Estivao",771,2550.22073785852,"Martes"
174816,"Salguero, Jeronimo & Mansilla, Lucio Norberto, General","Av. Patricias Argentinas & Estivao",1299,5103.50207575442,"Viernes"
14204,"Ayacucho 595","Av. Patricias Argentinas & Estivao",2133,8467.21837956284,"Viernes"
504460,"1078 Gurruchaga","Av. Patricias Argentinas & Estivao",869,3295.85901522466,"Sábado"
563606,"1413 Araoz & Gorriti CABA","Juncal & Salguero, Jeronimo",780,3037.45594222952,"Sábado"
83668,"Salguero, Jeronimo & Mansilla, Lucio Norberto, General","Juncal & Salguero, Jeronimo",376,1212.10773921209,"Sábado"
563606,"Av. Sarmiento 2601","Juncal & Salguero, Jeronimo",740,2385.08658629144,"Miércoles"
301804,"Calcena & Avellaneda Av.","141 Jose Maria Moreno",697,2212.18531970581,"Lunes"
301804,"Calcena & Avellaneda Av.","141 Jose Maria Moreno",1118,4310.17673108597,"Miércoles"
66945,"925 Yatay& Humahuaca","141 Jose Maria Moreno",1057,4383.45708608039,"Lunes"
219877,"2502 Galicia","141 Jose Maria Moreno",3513,13302.1318049189,"Lunes"
66945,"394 Rawson & Potosi","141 Jose Maria Moreno",661,2307.22454596996,"Miércoles"
152534,"4300 Yrigoyen, Hipolito Av.","141 Jose Maria Moreno",1747,5151.9829453202,"Viernes"
179732,"141 Jose Maria Moreno","141 Jose Maria Moreno",3735,11143.9935144444,"Domingo"
472562,"3508 Carcova","780 Malabia & Loyola",1011,2995.99690006192,"Miércoles"
2682,"1590 Lavalle","Pres. José Evaristo Uriburu 987",494,1931.35683861652,"Martes"
54748,"Miller & Monroe","Pres. José Evaristo Uriburu 987",3573,11174.6674925613,"Lunes"
126269,"J.Ramirez de Velasco 285","2300 Diaz, Cnel. Av. & French",1269,3568.71472536586,"Viernes"
219578,"2300 Diaz, Cnel. Av. & French","2300 Diaz, Cnel. Av. & French",4531,17073.0829634109,"Viernes"
39009,"3082 Cabello","2300 Diaz, Cnel. Av. & French",3118,10201.0830520426,"Miércoles"
39009,"3082 Cabello","2300 Diaz, Cnel. Av. & French",2794,10728.4315040807,"Jueves"
356623,"3568 Estados Unidos & Boedo Av.","2300 Diaz, Cnel. Av. & French",1845,5150.10858939786,"Sábado"
204507,"Peña & Azcuenaga","Ayacucho 595",744,2370.09193864651,"Lunes"
29130,"Avenida Rivadavia y Fray Cayetano","Ayacucho 595",2664,8049.31773915887,"Martes"
237458,"Avenida Martin Garcia, 295","Ayacucho 595",3910,13228.0294607788,"Jueves"
517670,"169 Peru & Roca, Julio A., Presidente Diagonal Sur Av.","Ayacucho 595",761,2898.54094329639,"Lunes"
517670,"169 Peru & Roca, Julio A., Presidente Diagonal Sur Av.","Ayacucho 595",591,1861.83643926731,"Viernes"
517670,"169 Peru & Roca, Julio A., Presidente Diagonal Sur Av.","Ayacucho 595",692,1951.91767254793,"Lunes"
526048,"925 Yatay& Humahuaca","3912 Humahuaca",424,1520.89707041935,"Miércoles"
526048,"3302 Guardia Vieja & Aguero","3912 Humahuaca",599,2330.10678190266,"Sábado"
526048,"3302 Guardia Vieja & Aguero","3912 Humahuaca",554,2082.24599397897,"Viernes"
526048,"3302 Guardia Vieja & Aguero","3912 Humahuaca",535,2183.68264604457,"Viernes"
134801,"3912 Humahuaca","3912 Humahuaca",6901,26991.787806207,"Jueves"
526048,"Urquiza, Gral. & Rondeau","3912 Humahuaca",1219,3960.96224476092,"Martes"
152534,"3051 San Martin De Tours","3912 Humahuaca",1497,4391.28853921429,"Martes"
69302,"Av. Patricias Argentinas & Estivao","803 José Marmol",1001,3722.71922136068,"Domingo"
24942,"Bruno Giordano&Neuquen","803 José Marmol",1139,4029.54728769805,"Jueves"
581460,"Av. Del Libertador, 3260","803 José Marmol",2652,8216.11757389813,"Jueves"
356623,"3568 Estados Unidos & Boedo Av.","803 José Marmol",12114,46309.9343997368,"Viernes"
52659,"708 Pasco & Chile","Bartolome Mitre & Av. Puyrredon",545,1921.40999638003,"Martes"
36570,"441 Bulnes & Peron, Juan Domingo, Tte. General","Bartolome Mitre & Av. Puyrredon",4679,18305.7023917596,"Domingo"
396395,"Figueroa Alcorta, Pres. Av. & Dorrego Av.","Figueroa Alcorta, Pres. Av. & Dorrego Av.",1643,4998.09372701178,"Viernes"
396395,"Figueroa Alcorta, Pres. Av. & Dorrego Av.","Figueroa Alcorta, Pres. Av. & Dorrego Av.",1450,4492.00501932258,"Viernes"
409650,"Figueroa Alcorta, Pres. Av. & Dorrego Av.","Figueroa Alcorta, Pres. Av. & Dorrego Av.",1835,5772.75438725741,"Miércoles"
28672,"Figueroa Alcorta, Pres. Av. & Dorrego Av.","Figueroa Alcorta, Pres. Av. & Dorrego Av.",1618,6617.32428409612,"Lunes"
291847,"Lavalle & Acuña De Figueroa, Francisco","Figueroa Alcorta, Pres. Av. & Dorrego Av.",1443,4428.04698145968,"Lunes"
14547,"Olleros Av. & Del Libertador Av.","Maure 1819",1182,4590.35255691075,"Martes"
227451,"1981 Vidal","Maure 1819",1277,4771.2584982597,"Martes"
227451,"Amenabar y Mendoza","Maure 1819",1132,4650.01332961773,"Miércoles"
220327,"1226 Ecuador & Mansilla, Lucio Norberto, General","Salguero, Jeronimo & Mansilla, Lucio Norberto, General",491,1808.70070939418,"Martes"
220327,"684 Boulogne Sur Mer & Tucuman","Salguero, Jeronimo & Mansilla, Lucio Norberto, General",613,1996.61817927554,"Sábado"
220327,"Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera","Salguero, Jeronimo & Mansilla, Lucio Norberto, General",368,1052.81824377986,"Domingo"
220327,"Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera","Salguero, Jeronimo & Mansilla, Lucio Norberto, General",360,1311.11795711331,"Sábado"
472562,"Costa Rica & Armenia","Salguero, Jeronimo & Mansilla, Lucio Norberto, General",454,1311.44878859438,"Domingo"
585710,"Olleros Av. & Del Libertador Av.","Amenabar y Mendoza",1559,4790.99982540938,"Lunes"
233317,"GARCIA DEL RIO & PINTO","Amenabar y Mendoza",937,3729.12034508675,"Lunes"
6882,"Santa Fe Av. & Dorrego","Amenabar y Mendoza",889,2506.0544345958,"Jueves"
525145,"Av. Guzman 1100 & Av. Corrientes","1413 Araoz & Gorriti CABA",1590,6016.55681030631,"Lunes"
187914,"3822 Guemes","1413 Araoz & Gorriti CABA",368,1525.69056976483,"Sábado"
187914,"3822 Guemes","1413 Araoz & Gorriti CABA",334,981.23392679651,"Lunes"
270342,"Godoy Cruz  3279 y Libertador","2939 Cavia",1785,5554.42233128997,"Jueves"
489084,"3822 Guemes","2939 Cavia",858,3266.56719224023,"Lunes"
152534,"394 Rawson & Potosi","2939 Cavia",2072,7852.603402695,"Martes"
72913,"Carlos H. Perette 11","2939 Cavia",1095,3083.15203733218,"Miércoles"
22241,"Fitz Roy & Gorriti","2185 Ravignani, Emilio, Dr. & Guatemala",388,1448.44261453772,"Martes"
121665,"137 Aranguren, Juan F., Dr. & Portugal","2185 Ravignani, Emilio, Dr. & Guatemala",1464,5806.68046191956,"Jueves"
121665,"394 Rawson & Potosi","2185 Ravignani, Emilio, Dr. & Guatemala",1376,4206.24467088944,"Viernes"
227451,"1399 Moldes","2185 Ravignani, Emilio, Dr. & Guatemala",1076,3899.04076233765,"Martes"
319718,"Guemes 3330 & Coronel Diaz","Quintino Bocayuva y Don Bosco",1305,5220.53686976142,"Viernes"
64608,"Maza y don Bosco","Quintino Bocayuva y Don Bosco",3036,10117.2720988669,"Jueves"
130640,"Avenida Rivadavia y Fray Cayetano","Quintino Bocayuva y Don Bosco",1689,6793.95853799748,"Miércoles"
107249,"Virasoro, Valentin & Figueroa, D Apolinario, Coronel","Quintino Bocayuva y Don Bosco",960,2982.76477369169,"Sábado"
267008,"1226 Ecuador & Mansilla, Lucio Norberto, General","3508 Carcova",428,1541.12926241554,"Jueves"
557738,"Santa Fe Av. & Bullrich, Int. Av.","3508 Carcova",1059,4357.98545142267,"Martes"
459612,"3822 Guemes","3508 Carcova",843,3265.66190037605,"Martes"
267008,"394 Rawson & Potosi","3508 Carcova",680,2532.47057232592,"Domingo"
267008,"Cordoba Av. & Montevideo","3508 Carcova",979,3709.04728952284,"Lunes"
547775,"Saavedra & Mexico","3508 Carcova",1566,6358.64829036291,"Miércoles"
147298,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","Maza y don Bosco",885,3326.5259686741,"Domingo"
147298,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","Maza y don Bosco",1928,7684.45169498316,"Domingo"
66945,"Av. Patricias Argentinas & Estivao","Maza y don Bosco",532,1566.96125969368,"Domingo"
358123,"80 Larrea","Maza y don Bosco",558,1919.850792957,"Miércoles"
526048,"2875 Moreno","Maza y don Bosco",924,3070.95779682665,"Sábado"
500321,"608 Doblas & Valle","Maza y don Bosco",1923,6232.45135609565,"Domingo"
147298,"394 Rawson & Potosi","Maza y don Bosco",1663,5014.42171085251,"Miércoles"
66945,"4300 Yrigoyen, Hipolito Av.","Maza y don Bosco",369,1423.97340147872,"Jueves"
147298,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","Av. Pueyrredon & Av. Rivadavia",565,1906.25450778073,"Miércoles"
147298,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","Av. Pueyrredon & Av. Rivadavia",536,1946.81251838079,"Martes"
147298,"Cevallos, Virrey& Yrigoyen, Hipolito Av.","Av. Pueyrredon & Av. Rivadavia",636,2043.33125898459,"Lunes"
147298,"Av. Pueyrredon & Av. Rivadavia","Av. Rivadavia & Del Barco Centenera",1354,4069.04320558986,"Lunes"
29130,"Avenida Rivadavia y Fray Cayetano","Av. Rivadavia & Del Barco Centenera",530,1766.13102351419,"Sábado"
29130,"Avenida Juan de Garay 1050","Av. Rivadavia & Del Barco Centenera",3549,10692.8937277048,"Miércoles"
575720,"Juana De Ibarbourou & Av Patricias Argentinas","Av. Rivadavia & Del Barco Centenera",2174,8525.63863659614,"Martes"
121665,"Guatemala 4773","Av. Rivadavia & Del Barco Centenera",1587,5060.05727800463,"Domingo"
179732,"Vuelta de Obligado 2004","Av. Rivadavia & Del Barco Centenera",3022,11701.9192187174,"Viernes"
417400,"Guayaquil & Doblas","Ayacucho &Peron, Juan Domingo, Tte. General",1740,6791.6830140554,"Martes"
121772,"Beruti & Ecuador","Peru  1016",1628,5883.20270341743,"Domingo"
169858,"CARLOS PELEGRINI 215","Peru  1016",1567,6400.84369370339,"Domingo"
169858,"Libertad & lavalle","Peru  1016",1511,5954.46569463335,"Domingo"
197729,"2185 Ravignani, Emilio, Dr. & Guatemala","Zapiola & Dorrego",2458,10172.0481200551,"Sábado"
197729,"Olleros Av. & Del Libertador Av.","Zapiola & Dorrego",1160,3823.90606486135,"Sábado"
557738,"Lavalle & Acuña De Figueroa, Francisco","Zapiola & Dorrego",946,3541.95931461355,"Viernes"
396395,"Zapiola & Dorrego","Zapiola & Dorrego",1588,6192.18232212847,"Viernes"
396395,"Zapiola & Dorrego","Zapiola & Dorrego",1792,5329.49538959397,"Viernes"
396395,"Zapiola & Dorrego","Zapiola & Dorrego",3316,10368.8117994953,"Viernes"
197729,"Zapiola & Dorrego","Zapiola & Dorrego",5737,21628.2050229438,"Domingo"
197729,"2001 Donado","Zapiola & Dorrego",2033,7125.74251138722,"Viernes"
472562,"Fitz Roy & Gorriti","Fitz Roy & Gorriti",398,1279.93661263544,"Martes"
489084,"Santa Fe Av. & Bullrich, Int. Av.","Fitz Roy & Gorriti",507,1488.61493767278,"Viernes"
121665,"Santa Fe Av. & Bullrich, Int. Av.","Fitz Roy & Gorriti",605,2487.5732201407,"Miércoles"
464629,"Av. Patricias Argentinas & Estivao","Fitz Roy & Gorriti",1247,4600.0777245745,"Jueves"
366300,"1413 Araoz & Gorriti CABA","Fitz Roy & Gorriti",1246,4919.15606161605,"Miércoles"
114097,"1413 Araoz & Gorriti CABA","Fitz Roy & Gorriti",1237,4007.05261530206,"Domingo"
464629,"137 Aranguren, Juan F., Dr. & Portugal","Fitz Roy & Gorriti",1256,4636.68316615383,"Jueves"
464629,"137 Aranguren, Juan F., Dr. & Portugal","Fitz Roy & Gorriti",1338,3792.79499023493,"Miércoles"
464629,"137 Aranguren, Juan F., Dr. & Portugal","Fitz Roy & Gorriti",1404,4473.65778844105,"Martes"
464629,"137 Aranguren, Juan F., Dr. & Portugal","Fitz Roy & Gorriti",1331,4928.90029871519,"Martes"
