"id_usuario","direccion_estacion_origen","direccion_estacion_destino","duracion_recorrido","distancia","dia"
557738,"AZOPARDO 700","AZOPARDO 700",2021,7451.09828067491,"Viernes"
557738,"AZOPARDO 700","AZOPARDO 700",1906,7590.34431052407,"Domingo"
358123,"1590 Lavalle","Iguazu & Uspallata",1355,5299.81347875663,"Viernes"
20771,"1798 Matienzo, Benjamin, Teniente","1399 Moldes",937,3580.47629085745,"Jueves"
5771,"Olleros Av. & Del Libertador Av.","1399 Moldes",1208,4305.75645319445,"Sábado"
83668,"Salguero, Jeronimo & Mansilla, Lucio Norberto, General","1399 Moldes",1734,7012.78974774565,"Domingo"
5018,"Av. Sarmiento 2601","1399 Moldes",1667,5813.60746860543,"Jueves"
5018,"2700 Pedraza, Manuela","1399 Moldes",1140,4273.88893826477,"Miércoles"
464629,"Juana De Ibarbourou & Av Patricias Argentinas","1399 Moldes",2507,10205.729674901,"Sábado"
27319,"684 Boulogne Sur Mer & Tucuman","67 San Martin",1423,4460.13755485959,"Viernes"
268547,"Andres Lamas&Remedios Escalada de San Martin","4083 Vallese, Felipe",940,3505.79983547019,"Martes"
268547,"Andres Lamas&Remedios Escalada de San Martin","4083 Vallese, Felipe",964,3335.59938953129,"Lunes"
268547,"Andres Lamas&Remedios Escalada de San Martin","4083 Vallese, Felipe",825,2621.25011312795,"Miércoles"
268547,"Andres Lamas&Remedios Escalada de San Martin","4083 Vallese, Felipe",1068,3514.65431862744,"Viernes"
298012,"4083 Vallese, Felipe","4083 Vallese, Felipe",2098,8632.43560608244,"Jueves"
254587,"Juana De Ibarbourou & Av Patricias Argentinas","4083 Vallese, Felipe",2365,7389.4333036458,"Miércoles"
254587,"Juana De Ibarbourou & Av Patricias Argentinas","4083 Vallese, Felipe",2718,9233.86620497913,"Martes"
481337,"3817 Traful","3817 Traful",15034,61388.9335012568,"Miércoles"
177117,"141 Jose Maria Moreno","Idependencia y Bernardo de Irigoyen",2603,7967.42405447553,"Martes"
139067,"Balcarce & Yrigoyen, Hipolito Av.","750 Pi Y Margall & Necochea",871,2640.40293716793,"Sábado"
585710,"Olleros Av. & Del Libertador Av.","2519 Conesa",1408,5160.83043817845,"Sábado"
585710,"Olleros Av. & Del Libertador Av.","2519 Conesa",1484,5955.58879008491,"Domingo"
585710,"Olleros Av. & Del Libertador Av.","2519 Conesa",1219,3884.70464515202,"Sábado"
176670,"1413 Araoz & Gorriti CABA","2519 Conesa",1476,5037.29536158498,"Viernes"
585710,"GARCIA DEL RIO & PINTO","2519 Conesa",560,1592.38067647028,"Martes"
585710,"Maure 1819","2519 Conesa",1410,4328.44623268466,"Sábado"
585710,"Maure 1819","2519 Conesa",2197,6360.54523719197,"Sábado"
427193,"Arcos & Roosevelt Franklin D.","2519 Conesa",485,1657.46408551705,"Martes"
427193,"Vuelta de Obligado 2004","2519 Conesa",481,1959.28282823912,"Viernes"
585710,"Amenabar y Mendoza","2519 Conesa",337,1390.44585075365,"Jueves"
77833,"Amenabar y Mendoza","2519 Conesa",2935,9445.63889920149,"Martes"
585710,"Sucre, Antonio Jose De, Mcal. Y Vertiz Virrey Av.","2519 Conesa",758,2899.6561365823,"Jueves"
285484,"Vera Peñaloza, Rosario 599 & Lanteri Julieta","California y General Hornos",3095,11172.3355623948,"Domingo"
118261,"Vera Peñaloza, Rosario 599 & Lanteri Julieta","Esmeralda y Av.Rivadvia",2228,8732.86437793738,"Martes"
467599,"Culpina 121","Culpina 121",1886,7786.55200915528,"Miércoles"
36570,"Idependencia y Bernardo de Irigoyen","Culpina 121",2237,8287.10119080497,"Jueves"
409650,"1590 Lavalle","201 Luna",1538,4880.12399943093,"Lunes"
